SMILES,Structure: Image,Substance Identification: Reaxys Registry Number,Links to Reaxys,Data Count,CAS Registry Number,Chemical Name,Linear Structure Formula,Molecular Formula,Molecular Weight,Type of Substance,Type and Modification,InChI Key,Composition: Comp. Name,Composition: Comp. Conc.,Composition: Comp. Attrib.,Field Availability,Number of Reactions,Number of References,LogP,H Bond Donors,H Bond Acceptors,Rotatable Bonds,TPSA,Lipinski Number,Veber Number,Melting Point: Melting Point [C],Solvent (Melting Point),Location,Comment (Melting Point),Crystallizes With,Amount (Melting Point) [mol],References,Links to Reaxys.1,Solubility (MCS): Solubility [g·l-1],Saturation,Temperature_C,Solvent,Ratio of Solvents,Location.1,Comment (Solubility (MCS)),References.1,Links to Reaxys.2,Unnamed: 43,logS
OC(=O)C1=CC(O)=C(O)C(O)=C1,,2050274,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2050274&database=RX&origin=ReaxysOutput&ln=,(30 of 2088),149-91-7,"3,4,5-trihydroxybenzoic acid; gallic acid; galic acid",C6H2(OH)3COOH,C7H6O5,170122.0,isocyclic,,LNTHITQWFMADLM-UHFFFAOYSA-N,,,,Identification(38225); Physical Data(729); Spectra(980); Bioactivity(5299),2797.0,43342,1009.0,4.0,2.0,1.0,97.99,4.0,2.0,256.5,,,,,,"Article; Nechipadappu, Sunil Kumar; Ramachandran, Jeeshma; Shivalingegowda, Naveen; Lokanath, Neratur Krishnappagowda; Trivedi, Darshak R.; New Journal of Chemistry; vol. 42; 7; (2018); p. 5433 - 5446;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73461350&database=RX&origin=ReaxysOutput&ln=,,in solution,40.04,water,,,Solubility: 2.54 weight percent,"Article; Daneshfar, Ali; Ghaziaskar, Hassan S.; Homayoun, Nasrolah; Journal of Chemical and Engineering Data; vol. 53; 3; (2008); p. 776 - 778;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8811772&database=RX&origin=ReaxysOutput&ln=,,-0.8259267631348275
OC(=O)C1=CC(O)=C(O)C(O)=C1,,2050274,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2050274&database=RX&origin=ReaxysOutput&ln=,(30 of 2088),149-91-7,"3,4,5-trihydroxybenzoic acid; gallic acid; galic acid",C6H2(OH)3COOH,C7H6O5,170122.0,isocyclic,,LNTHITQWFMADLM-UHFFFAOYSA-N,,,,Identification(38225); Physical Data(729); Spectra(980); Bioactivity(5299),2797.0,43342,1009.0,4.0,2.0,1.0,97.99,4.0,2.0,248 - 250,methanol,,,,,"Article; Kurkin; Ryazanova; Daeva; Kadentsev; Chemistry of Natural Compounds; vol. 54; 2; (2018); p. 278 - 280; Khim. Prir. Soedin.; 2; (2018); p. 232 - 234,3;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73574411&database=RX&origin=ReaxysOutput&ln=,,in solution,45.04,water,,,Solubility: 3.429 weight percent,"Article; Daneshfar, Ali; Ghaziaskar, Hassan S.; Homayoun, Nasrolah; Journal of Chemical and Engineering Data; vol. 53; 3; (2008); p. 776 - 778;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8811772&database=RX&origin=ReaxysOutput&ln=,,-0.6955929946398214
OC(=O)C1=CC(O)=C(O)C(O)=C1,,2050274,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2050274&database=RX&origin=ReaxysOutput&ln=,(30 of 2088),149-91-7,"3,4,5-trihydroxybenzoic acid; gallic acid; galic acid",C6H2(OH)3COOH,C7H6O5,170122.0,isocyclic,,LNTHITQWFMADLM-UHFFFAOYSA-N,,,,Identification(38225); Physical Data(729); Spectra(980); Bioactivity(5299),2797.0,43342,1009.0,4.0,2.0,1.0,97.99,4.0,2.0,258 - 265,,Paragraph 0128,,,,Patent; SUNCHON NATIONAL UNIVERSITY; KR101846032; (2018); B1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D74136628&database=RX&origin=ReaxysOutput&ln=,,in solution,29.99,water,,,Solubility: 0.12835 molpercent,"Article; Noubigh, Adel; Cherif, Mourad; Provost, Elise; Abderrabba, Manef; Journal of Chemical and Engineering Data; vol. 53; 7; (2008); p. 1675 - 1678;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8840001&database=RX&origin=ReaxysOutput&ln=,,-1.1472383934511252
OC(=O)C1=CC(O)=C(O)C(O)=C1,,2050274,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2050274&database=RX&origin=ReaxysOutput&ln=,(30 of 2088),149-91-7,"3,4,5-trihydroxybenzoic acid; gallic acid; galic acid",C6H2(OH)3COOH,C7H6O5,170122.0,isocyclic,,LNTHITQWFMADLM-UHFFFAOYSA-N,,,,Identification(38225); Physical Data(729); Spectra(980); Bioactivity(5299),2797.0,43342,1009.0,4.0,2.0,1.0,97.99,4.0,2.0,235 - 237,methanol,,,,,"Article; Huang, Danmin; Guo, Wenjie; Gao, Jing; Chen, Jun; Olatunji, Joshua Opeyemi; Molecules; vol. 20; 9; (2015); p. 17405 - 17428;; ; Article; Kaur, Virender; Upadhyaya, Kumud; Pande, Milind; International Journal of Pharmacy and Pharmaceutical Sciences; vol. 9; 3; (2017); p. 71 - 77;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D67617995&database=RX&origin=ReaxysOutput&ln=,,in solution,34.99,water,,,Solubility: 0.13087 molpercent,"Article; Noubigh, Adel; Cherif, Mourad; Provost, Elise; Abderrabba, Manef; Journal of Chemical and Engineering Data; vol. 53; 7; (2008); p. 1675 - 1678;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8840001&database=RX&origin=ReaxysOutput&ln=,,-1.1387941640459234
OC(=O)C1=CC(O)=C(O)C(O)=C1,,2050274,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2050274&database=RX&origin=ReaxysOutput&ln=,(30 of 2088),149-91-7,"3,4,5-trihydroxybenzoic acid; gallic acid; galic acid",C6H2(OH)3COOH,C7H6O5,170122.0,isocyclic,,LNTHITQWFMADLM-UHFFFAOYSA-N,,,,Identification(38225); Physical Data(729); Spectra(980); Bioactivity(5299),2797.0,43342,1009.0,4.0,2.0,1.0,97.99,4.0,2.0,245 - 246,methanol,,,,,"Article; Numonov, Sodik; Edirs, Salamet; Bobakulov, Khayrulla; Qureshi, Muhammad Nasimullah; Bozorov, Khurshed; Sharopov, Farukh; Setzer, William N.; Zhao, Haiqing; Habasi, Maidina; Sharofova, Mizhgona; Aisa, Haji Akber; Molecules; vol. 22; 6; (2017);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D71470549&database=RX&origin=ReaxysOutput&ln=,,in solution,39.99,water,,,Solubility: 0.13805 molpercent,"Article; Noubigh, Adel; Cherif, Mourad; Provost, Elise; Abderrabba, Manef; Journal of Chemical and Engineering Data; vol. 53; 7; (2008); p. 1675 - 1678;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8840001&database=RX&origin=ReaxysOutput&ln=,,-1.1155978554833053
OC(=O)C1=CC(O)=C(O)C(O)=C1,,2050274,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2050274&database=RX&origin=ReaxysOutput&ln=,(30 of 2088),149-91-7,"3,4,5-trihydroxybenzoic acid; gallic acid; galic acid",C6H2(OH)3COOH,C7H6O5,170122.0,isocyclic,,LNTHITQWFMADLM-UHFFFAOYSA-N,,,,Identification(38225); Physical Data(729); Spectra(980); Bioactivity(5299),2797.0,43342,1009.0,4.0,2.0,1.0,97.99,4.0,2.0,235 - 240,methanol,supporting information,,,,"Article; Liu, Wei-Jie; Hou, Xue-Qian; Chen, Hao; Liang, Jing-Yu; Sun, Jian-Bo; Natural Product Research; vol. 30; 21; (2016); p. 2495 - 2499;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D69604019&database=RX&origin=ReaxysOutput&ln=,,in solution,44.99,water,,,Solubility: 0.14307 molpercent,"Article; Noubigh, Adel; Cherif, Mourad; Provost, Elise; Abderrabba, Manef; Journal of Chemical and Engineering Data; vol. 53; 7; (2008); p. 1675 - 1678;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D8840001&database=RX&origin=ReaxysOutput&ln=,,-1.1000856893050577
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,76 - 77,,,,,,"Article; Greenhalgh, Mark D.; Kolodziej, Adam; Sinclair, Fern; Thomas, Stephen P.; Organometallics; vol. 33; 20; (2014); p. 5811 - 5819;; ; Article; Liu, Deyun;Chen, Xiaozhong;Dong, Beixuan;Ji, Yuexin;Yu, Junjie;Zhang, Shouhai;Li, Feng; Journal of Organic Chemistry; vol. 90; 24; (2025); p. 8167 - 8177;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D64671730&database=RX&origin=ReaxysOutput&ln=,0.000126,in solution,25.0,water,,Paragraph 0074-0075; 0080; 0082,,Patent; SHANDONG DYNE JINKONG CHILDREN PHARMACEUTICAL; CN120058667; (2025); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D141494648&database=RX&origin=ReaxysOutput&ln=,,-6.21409710430944
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,76 - 79,,supporting information,,,,"Article; Huang, Huashan;Chen, Jingze;Zhang, Luyun;Yan, Hong;Li, Siqi;Chen, Fen-Er; Chinese Chemical Letters; vol. 36; 2; (2025);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D137788657&database=RX&origin=ReaxysOutput&ln=,,,25.0,water,,,Solubility: 0.004 g/l,"Article; Qin, Hui-Min;Luo, Zheng-Kang;Zhou, Hui-Ling;Zhu, Jin;Xiao, Xin-Yi;Xiao, Yang;Zhuang, Tao;Zhang, Gui-Sen; International Journal of Pharmaceutics; vol. 657; (2024);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D133676844&database=RX&origin=ReaxysOutput&ln=,,-4.71240765809904
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,77 - 78,,supporting information,,,,"Article; Li, Chunsheng; Chen, Huoji; Li, Jianxiao; Li, Meng; Liao, Jianhua; Wu, Wanqing; Jiang, Huanfeng; Advanced Synthesis and Catalysis; vol. 360; 8; (2018); p. 1600 - 1604;; ; Article; Yuan, Yong;Jiang, Hangfei;Zhang, Ya-Nan;Tao, Yuyan;Liu, Xincong;Huo, Congde; Green Chemistry; vol. 26; 21; (2024); p. 10811 - 10817;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D73262219&database=RX&origin=ReaxysOutput&ln=,,in pure solvent,25.0,water,,,Solubility: 0.075 g/l,"Article; Witkowski, Kordian;Nowak, Anna;Duchnik, Wiktoria;Kucharski, Łukasz;Struk, Łukasz;Ossowicz-Rupniewska, Paula; Molecules; vol. 28; 22; (2023);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D130605769&database=RX&origin=ReaxysOutput&ln=,,-3.439406386035303
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,78,,,,,,"Article; Ssengooba, Frank;Marimuthu, Thashree;Olivier, Eugene Ivan;Demana, Patrick Hulisani;Choonara, Yahya E.; South African Journal of Chemistry; vol. 76; (2022); p. 49 - 55;; ; Article; Casali, Lucia;Carta, Maria;Michalchuk, Adam A. L.;Delogu, Francesco;Emmerling, Franziska; Physical Chemistry Chemical Physics; vol. 26; 33; (2024); p. 22041 - 22048;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D117322750&database=RX&origin=ReaxysOutput&ln=,0.22,in solution,25.0,water,,,,"Article; Sodano, Federica;Cristiano, Claudia;Rolando, Barbara;Marini, Elisabetta;Lazzarato, Loretta;Cuozzo, Mariarosaria;Albrizio, Stefania;Russo, Roberto;Rimoli, Maria Grazia; Pharmaceuticals; vol. 15; 5; (2022);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D117422064&database=RX&origin=ReaxysOutput&ln=,,-2.9720449686047963
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,70.3 - 71.2,,supporting information,,,,"Article; Li, Qiao;Liu, Minjie;Jiang, Meifen;Wan, Li;Ning, Yingtang;Chen, Fen-Er; Chinese Chemical Letters; vol. 35; 2; (2024);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D131623831&database=RX&origin=ReaxysOutput&ln=,,in solution,25.0,water,,,Solubility: 21 mg/l,"Article; Jain, Anu;Ghosh, Ritutama;Kishore, Nand; Journal of Molecular Liquids; vol. 366; (2022);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D120243683&database=RX&origin=ReaxysOutput&ln=,,-3.9922483546930834
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,75.7,,,,,,"Article; Piccirillo, Giusi;Aroso, Rafael;Baptista, João A.;A. E. Castro, Ricardo;da Silva, Gabriela J.;Calvete, Mário J.F.;Pereira, Mariette M.;Canotilho, João;Ermelinda S. Eusébio; International Journal of Pharmaceutics; vol. 661; (2024);",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D135232464&database=RX&origin=ReaxysOutput&ln=,76,in pure solvent,25.0,water,,,,"Article; Janus, Ewa; Ossowicz, Paula; Klebeko, Joanna; Nowak, Anna; Duchnik, Wiktoria; Kucharski, Łukasz; Klimowicz, Adam; RSC Advances; vol. 10; 13; (2020); p. 7570 - 7584;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D79243229&database=RX&origin=ReaxysOutput&ln=,,-3.4336540571462115
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,51.84,,,,,,"Article; Suenaga, Shoya;Kataoka, Hikaru;Hasegawa, Kanji;Koga, Ryotaro;Tsunoda, Chihiro;Kuwashima, Wataru;Tsuchida, Tomohiro;Goto, Satoru; Molecular Pharmaceutics; vol. 21; 9; (2024); p. 4524 - 4540;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D135854231&database=RX&origin=ReaxysOutput&ln=,0.02,in pure solvent,37.0,water,,,,"Article; Santos, Miguel M.; Raposo, Luís R.; Carrera, Gonçalo V. S. M.; Costa, Alexandra; Dionísio, Madalena; Baptista, Pedro V.; Fernandes, Alexandra R.; Branco, Luís C.; ChemMedChem; vol. 14; 9; (2019); p. 907 - 911;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76378363&database=RX&origin=ReaxysOutput&ln=,,-4.013437653763021
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,76,,,,,,"Article; Lee, Su Yang; Yu, Guiduk; Shin, Kyusoon; Kim, Il Won; Journal of Nanoscience and Nanotechnology; vol. 13; 3; (2013); p. 2348 - 2353;; ; Article; Weber, Cameron C.; Kulkarni, Samir A.; Kunov-Kruse, Andreas J.; Rogers, Robin D.; Myerson, Allan S.; Crystal Growth and Design; vol. 15; 10; (2015); p. 4946 - 4951;; ; Article; Zappaterra, Federico;Tupini, Chiara;Summa, Daniela;Cristofori, Virginia;Costa, Stefania;Trapella, Claudio;Lampronti, Ilaria;Tamburini, Elena; International Journal of Molecular Sciences; vol. 23; 4; (2022);; ; Article; Liu, Yutong;Li, Shuangqiao;Chen, Xueqin;Jiang, Hezhong; Journal of Organic Chemistry; vol. 88; 17; (2023); p. 12474 - 12480;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D35489467&database=RX&origin=ReaxysOutput&ln=,0.06722,in pure solvent,25.0,water,,,,"Article; Wu, Hao; Deng, Zhaizhu; Zhou, Bijian; Qi, Minghui; Hong, Minghuang; Ren, Guobin; Journal of Molecular Liquids; vol. 283; (2019); p. 399 - 409;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D76262029&database=RX&origin=ReaxysOutput&ln=,,-3.486969141293544
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,75 - 77,,,,,,"Article; Mateescu, Mădălina;Vlase, Gabriela;Budiul, Mihaela Maria;Cernuşcă, Bianca Denisa;Vlase, Titus; Journal of Thermal Analysis and Calorimetry; vol. 148; 10; (2023); p. 4601 - 4614;",https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D124577660&database=RX&origin=ReaxysOutput&ln=,4.3E-05,in pure solvent,37.0,water,,Paragraph 0049,,Patent; C E A; US2017/97325; (2017); A1;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D71704136&database=RX&origin=ReaxysOutput&ln=,,-6.680999193847416
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O,,2049713,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=S&query=IDE.XRN%3D2049713&database=RX&origin=ReaxysOutput&ln=,(31 of 2088),15687-27-1,"ibuprofen; 2-(p-isobutylphenyl)-propionic acid; 2-(4-isobutylphenyl)propanoic acid; 2-(4-isobutylphenyl)propionic acid; Ibu; 2-(4-(2-methylpropyl)phenyl)propanoic acid; (±)-ibuprofen; (R,S)-2-(4-(2-methylpropyl)phenyl)propanoic acid; rac-ibuprofen; RS-ibuprofen; profen",HO2CCH(CH3)C6H4CH2CH(CH3)2,C13H18O2,206285.0,isocyclic,,HEFNNWSXXWATRW-UHFFFAOYSA-N,,,,Identification(39377); Physical Data(823); Spectra(473); Bioactivity(4559),3475.0,42555,3641.0,1.0,2.0,4.0,37.3,4.0,2.0,77.3,,Paragraph 0045; 0078,,,,Patent; JIANGSU OCEAN UNIVERSITY; CN116763769; (2023); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D128088590&database=RX&origin=ReaxysOutput&ln=,0.04974,,25.0,water,,Paragraph 0057,,Patent; CHINA PHARMACEUTICAL UNIVERSITY; CN106632024; (2017); A;,https://www-reaxys-com.sabidi.urv.cat/reaxys/secured/hopinto.do?context=C&query=CNR.CNR%3D71817285&database=RX&origin=ReaxysOutput&ln=,,-3.6177618684930857
